Candidate,Coverage End Date,District,DZV District,DZV State,Elected?,Elected?1,Incumbent/ Challenger/Open,Party,Party Group,Representative,State,State Match,State Not Selected,Tooltip,Win?,Cash On Hand,Contributions  from Individuals,Contributions and Loans from   the Candidate,Contributions from PACs and Other Committees,Count Dems,Count Reps,Debts,Disbursements,Receipts,Replace Null With 0,State Party,sum receipts
"GLUESENKAMP PEREZ, MARIE",12/31/2022,3,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,66313.13,3610839.18,0,194604.77,1,0,13000,3857780.82,3924093.95,0,Democratic Controlled,3805443.95
"WHITE, DOUG",12/31/2022,4,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,21554.91,759397.91,0,12982.04,1,0,0,752778.95,774333.86,0,Democratic Controlled,772379.95
"DANIMUS, ANN MARIE",9/30/2022,5,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,1064.26,157796.05,27747.13,0,1,0,16833.95,187597.12,188661.38,0,Democratic Controlled,185543.18
"HILL, NATASHA",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,0,347144.01,11098.66,17756.44,1,0,0,377499.11,377499.11,0,Democratic Controlled,375999.11
"PARSON, REBECCA ELIZABETH",10/14/2022,6,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,12943.82,191279.72,0,514.46,1,0,1830.14,192652,191794.19,0,Democratic Controlled,191794.18
"MARX, KRYSTAL",6/30/2021,9,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,3254.08,14995,0,0,1,0,0,11740.92,14995,0,Democratic Controlled,14995
"GALLARDO, STEPHANIE D",12/31/2022,9,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Washington,FALSE,TRUE,,,0,199623.75,315.05,2500,1,0,0,202439.54,202439.54,0,Democratic Controlled,202438.8
"WENDELL, BARRY LEE MR.",12/31/2022,2,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,West Virginia,FALSE,TRUE,,,0,25375,2360.34,290.09,1,0,0,28025.43,28025.43,0,Democratic Controlled,28025.43
"ROE, ANN",12/31/2022,1,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Wisconsin,FALSE,TRUE,,,23920.53,765223.57,0,57867.35,1,0,0,814497.12,838417.65,0,Democratic Controlled,823090.92
"KATZENMEYER, JESSICA",3/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Wisconsin,FALSE,TRUE,,,5321.49,33854.26,12000,800,1,0,19855.41,41332.77,46654.26,0,Democratic Controlled,46654.26
"VAN SOMEREN, MIKE",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Wisconsin,FALSE,TRUE,,,40726.91,80516.51,53000,5107.6,1,0,50000,105047.2,145774.11,0,Democratic Controlled,138624.11
"WASHBURN, AMY IRENE MS.",12/31/2022,6,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Wisconsin,FALSE,TRUE,,,6674.28,5818.24,20,0,1,0,0,7914.96,5838.24,0,Democratic Controlled,5838.24
"AUSMAN, RICHARD",12/31/2022,7,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Wisconsin,FALSE,TRUE,,,23809.01,75975,17573.14,2792.8,1,0,16573.14,95603.59,115599.13,0,Democratic Controlled,96340.94
"GREYBULL, LYNNETTE",12/31/2022,0,FALSE,FALSE,FALSE,No,Challenger,Democratic Party,Democratic Party,,Wyoming,FALSE,TRUE,,,614.93,87407.67,0,0,1,0,1460,89155.39,87407.75,0,Democratic Controlled,87407.67
"DEVOE, RICK",5/4/2022,1,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,4808.98,9171,45000,0,0,0,30000,49067.48,54171,0,Tied,54171
"RAINWATER, JAMES",12/31/2022,1,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,352,352,0,0,0,0,0,0,352,0,Tied,352
"BADHASSO, AMANE",12/31/2022,4,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,0,866156.06,0,0,0,0,0,866284.45,866284.46,0,Tied,866156.06
"KERN, ALIENA JEANENE",12/14/2021,5,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,0,0,0,0,0,0,15842.77,177.38,0,0,Tied,0
"SAMUELS, DON MR.",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,52655.55,1421782.94,0,10000,0,0,0,1379127.39,1431782.94,0,Tied,1431782.94
"HENDRICKS, JEANNE",11/28/2022,6,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,387,92652.84,99030.54,70,0,0,102125.04,204465.82,204852.82,0,Tied,191753.38
"OLSON, REED JERROLD",4/4/2022,7,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,-95,33640.95,15000,0,0,0,0,48735.95,48640.95,0,Tied,48640.95
"ABAHSAIN, JILL",12/31/2022,7,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,3086.22,30004.01,51.38,0,0,0,5732.2,30469.17,33555.39,0,Tied,30055.39
"LINDQUIST, MARK J.",12/31/2022,7,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,959.61,16254,48500,0,0,0,39374.29,61295.67,64755.28,0,Tied,64754
"LASTOVICH, THERESA E",12/31/2021,8,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,576.26,712.61,0,0,0,0,0,136.35,712.61,0,Tied,712.61
"OPPEGAARD-PELTIER, ERNEST JOSEPH MR III",9/30/2022,8,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,13,8644.72,3100,0,0,0,3100,11851.72,11744.72,0,Tied,11744.72
"SCHULTZ, JENNIFER",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Democratic-Farmer-Labor,Third Party,,Minnesota,FALSE,TRUE,,,39655.36,605118.14,0,89600,0,0,0,655102.78,694758.14,0,Tied,694718.14
"ANDERS, BOB",10/29/2021,2,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Missouri,FALSE,TRUE,,,0,266,3740,0,0,0,0,4006,4006,0,Tied,4006
"BUCHANAN, GARY",12/31/2022,2,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Montana,FALSE,TRUE,,,108.53,545264.24,35000,0,0,0,25000,570155.71,580264.24,0,Tied,580264.24
"PARK, CHARLES",12/31/2022,1,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,,3136.41,0,5000,0,0,0,0,1863.59,5000,0,Tied,5000
"KLINE, PATRICIA",12/31/2022,1,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,,0,0,3800,0,0,0,4377.73,12688.64,13688.64,0,Tied,3800
"FERRIGNO, TREVOR JAMES MR.",10/15/2022,5,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,,563.42,150,2534.84,0,0,0,200,2117.42,2672.14,0,Tied,2684.84
"FERNANDEZ, VERONICA",9/30/2022,7,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,,-507.95,979,3713.37,0,0,0,0,4089.97,4692.37,0,Tied,4692.37
"ITKIS, MIKHAIL",12/19/2022,12,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New York,FALSE,TRUE,,,2232.2,540,93246.43,0,0,0,1401.24,91554.23,93786.43,0,Tied,93786.43
"DE JESUS-CONIGLIO, PURA",9/16/2022,14,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New York,FALSE,TRUE,,,0,39060.31,0,0,0,0,0,39060.31,39060.31,0,Tied,39060.31
"MANNIX, BRIAN MATTHEW",4/14/2022,8,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,New York,FALSE,TRUE,,,10347.78,1225.36,20000,0,0,0,20000,10877.58,21225.36,0,Tied,21225.36
"BADDAR, YOUSEFF MILAD",6/30/2022,9,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Ohio,FALSE,TRUE,,,495.28,6340,0,0,0,0,0,6218.34,6340,0,Tied,6340
"ROGERS, EVELYN L (LOUISE)",11/19/2022,1,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Oklahoma,FALSE,TRUE,,,1,0,1810.96,0,0,0,0,1810.86,1810.96,0,Tied,1810.96
"HART, JAMES",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Tennessee,FALSE,TRUE,,,2217.96,955,4532.69,0,0,0,342406.31,4386.17,5488.66,0,Tied,5487.69
"FLINN, GEORGE S DR JR",12/31/2022,9,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Tennessee,FALSE,TRUE,,,10454.96,0,150000,0,0,0,150000,139545.04,150000,0,Tied,150000
"LEWIS, NATHAN ALLEN",11/28/2022,19,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,,50,502.16,2029.37,0,0,0,0,2481.53,2531.53,0,Tied,2531.53
"LOPEZ, FRANCISCO JR",12/31/2022,23,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,,0,26002,8000,350,0,0,9958.72,33416,34352,0,Tied,34352
"COLLIER, SCOTT",5/6/2022,25,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,,0,29086.73,98080,0,0,0,0,131095.73,131095.73,0,Tied,127166.73
"WALKER, DEBORAH",10/19/2022,30,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,,5203.41,5379.53,7521.04,0,0,0,0,12007.73,13002.57,0,Tied,12900.57
"SCAUFLAIRE, TAKONA EILEEN",8/15/2022,6,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Texas,FALSE,TRUE,,,0,20,2200,0,0,0,0,920,2220,0,Tied,2220
"ACHESON, PHELAN DOUGLAS",3/9/2021,2,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Utah,FALSE,TRUE,,,0,21.3,1.24,0,0,0,0,22.54,22.54,0,Tied,22.54
"GREYWOLF, JUSTIN",8/15/2022,8,FALSE,FALSE,FALSE,No,Challenger,Independent,Third Party,,Washington,FALSE,TRUE,,,-14.02,5135,515,0,0,0,0,5661.26,5720.38,0,Tied,5650
"TASHJIAN, MARK MR.",12/31/2022,6,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Massachusetts,FALSE,TRUE,,,467.13,29260,37200,1500,0,0,0,67492.87,67960,0,Tied,67960
"JOHNSON, TRAVIS E",12/31/2022,7,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Minnesota,FALSE,TRUE,,,665,18092.6,22703.83,0,0,0,0,38201.34,40796.43,0,Tied,40796.43
"JOHNSON, ALDEN PATRICK MR.",12/31/2022,4,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Mississippi,FALSE,TRUE,,,391.45,1463.24,0,0,0,0,0,910,1463.24,0,Tied,1463.24
"RANKIN, SAM",11/18/2022,2,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Montana,FALSE,TRUE,,,16.83,5150,25932.64,0,0,0,0,31132.77,31149.6,0,Tied,31082.64
"CULLEN, JASON CULLEN",6/30/2022,4,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,New Jersey,FALSE,TRUE,,,-659.43,0,0,0,0,0,0,659.43,0,0,Tied,0
"HOWE, JONATHAN MR.",12/31/2022,14,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,New York,FALSE,TRUE,,,68.87,2652.93,25,0,0,0,0,2609.06,2677.93,0,Tied,2677.93
"COATNEY, DAVID ADAM",12/31/2022,11,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,North Carolina,FALSE,TRUE,,,23.03,1665,17815,0,0,0,0,20056.88,20079.91,0,Tied,19480
"WATERCOTT, THOMAS",12/31/2022,6,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,North Carolina,FALSE,TRUE,,,575.6,11,6738.32,0,0,0,8747.7,17673.99,18249.59,0,Tied,6749.32
"AVERY, CAROLINE",12/31/2022,1,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Pennsylvania,FALSE,TRUE,,,1155.93,1035.76,10,0,0,0,0,7218.65,8375.67,0,Tied,1045.76
"HALE, KEVIN",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Texas,FALSE,TRUE,,,8506.15,19879.37,3210,0,0,0,2930,22537.83,23089.37,0,Tied,23089.37
"VANDENPLAS, JACOB JOHN",10/19/2022,8,FALSE,FALSE,FALSE,No,Challenger,Libertarian Party,Third Party,,Wisconsin,FALSE,TRUE,,,5264.84,10413.88,1025,0,0,0,0,5229.04,11438.88,0,Tied,11438.88
GREGORY SOBOCINSKI,12/31/2022,3,FALSE,FALSE,FALSE,No,Challenger,No Party Affiliation,Third Party,,New Jersey,FALSE,TRUE,,,1044.05,9264.9,2000,0,0,0,0,9471.19,11264.9,0,Tied,11264.9
"TORRES, RUTH MS.",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,No Party Affiliation,Third Party,,Texas,FALSE,TRUE,,,10.36,3740,1230,0,0,0,1230,4959.64,4970,0,Tied,4970
"OLMACK, JERAMY",3/4/2022,11,FALSE,FALSE,FALSE,No,Challenger,Non-Party,Third Party,,Virginia,FALSE,TRUE,,,101,50,113.95,0,0,0,0,62.95,163.95,0,Tied,163.95
"OVERBY, PAULA MIRARE",6/30/2022,2,FALSE,FALSE,FALSE,No,Challenger,Other,Third Party,,Minnesota,FALSE,TRUE,,,599.84,200,0,0,0,0,0,2.06,243,0,Tied,200
"VELLUCCI, LOUIS",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Other,Third Party,,New Jersey,FALSE,TRUE,,,37.57,2925,4134.89,0,0,0,0,6800.55,7059.89,0,Tied,7059.89
"MCFARLAND, JAY JAYMAC",12/31/2022,2,FALSE,FALSE,FALSE,No,Challenger,Other,Third Party,,Utah,FALSE,TRUE,,,3940.26,85217.86,0,0,0,0,0,81277.6,85217.86,0,Tied,85217.86
"WALKER, JANUARY",12/31/2022,4,FALSE,FALSE,FALSE,No,Challenger,Other,Third Party,,Utah,FALSE,TRUE,,,0,22236.34,14697.28,0,0,0,4201.48,41933.62,41933.62,0,Tied,36933.62
"HARDISON, CASEY WILLIAM MR",3/31/2022,0,FALSE,FALSE,FALSE,No,Challenger,Other,Third Party,,Wyoming,FALSE,TRUE,,,1139.96,1103.3,1000,0,0,0,1000,963.34,2103.3,0,Tied,2103.3
"BRUBAKER, RICHARD",11/28/2022,0,FALSE,FALSE,FALSE,No,Challenger,Other,Third Party,,Wyoming,FALSE,TRUE,,,0,5000,0,0,0,0,0,5000,5000,0,Tied,5000
"ROCA, MARIELA",12/31/2022,6,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Maryland,FALSE,TRUE,,,26.06,85308.3,5350,1000,0,1,5218.71,93677.89,93703.95,0,Republican Controlled,91658.3
"COLL, GREGORY THOMAS",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Maryland,FALSE,TRUE,,,2156.08,15023.5,0,0,0,1,5000,17756.65,16294.27,0,Republican Controlled,15023.5
"MARTILLI, DEAN",12/31/2022,1,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,261.25,17202.89,0,2550,0,1,0,19491.64,19752.89,0,Republican Controlled,19752.89
"SOSSA-PAQUETTE, JEFF",12/31/2022,2,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,4232.45,41288.35,95400,4218,0,1,199318.33,136673.9,140906.35,0,Republican Controlled,140906.35
"TRAN, DEAN",12/31/2022,3,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,0,150674.71,246.69,6223.69,0,1,0,158145.09,158145.09,0,Republican Controlled,157145.09
"HALL, JULIE",4/11/2022,4,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,0,9193.5,20332.99,0,0,1,0,31751.88,29526.49,0,Republican Controlled,29526.49
"BURNS, EMILY",12/31/2022,4,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,8300.16,123004.88,250050,1500,0,1,187500,368666.42,376966.58,0,Republican Controlled,374554.88
"COLARUSSO, CAROLINE",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,730.48,105102.48,25,1950,0,1,0,106347,107077.48,0,Republican Controlled,107077.48
"MAY, ROBERT",12/31/2022,6,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,13239.45,31298,20000,1500,0,1,20000,40158.55,53398,0,Republican Controlled,52798
"RODRIGUES, HAMILTON SOARES",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,543.28,14875,17700,0,0,1,17700,35066.72,35610,0,Republican Controlled,32575
"SULLIVAN, DAN",12/31/2022,9,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,452.77,931.77,59774.39,0,0,1,0,59867.39,60706.16,0,Republican Controlled,60706.16
"LITTLES, MARK",12/31/2022,9,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,24.3,33600,38891.2,0,0,1,13993.12,72966.9,72491.2,0,Republican Controlled,72491.2
"BROWN, JESSE",12/31/2022,9,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Massachusetts,FALSE,TRUE,,,18377.46,102655.52,250000,200,0,1,264000,334478.21,352855.67,0,Republican Controlled,352855.52
"ESSHAKI, ERIC",12/31/2022,10,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,138562.29,430157.22,0,0,0,1,0,291594.93,430157.22,0,Republican Controlled,430157.22
"MARCINKEWCIZ, TONY I",12/31/2022,10,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,705.58,9823,5000,0,0,1,0,14661.74,15367.32,0,Republican Controlled,14823
"LOTT, CHERIE",7/26/2022,11,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,0,5811,9047.65,0,0,1,0,14858.65,14858.65,0,Republican Controlled,14858.65
"AMBROSE, MARK",12/31/2022,11,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,0,281656,350000,15000,0,1,0,668345.01,668345.01,0,Republican Controlled,646656
"BITTERMAN, JOSH",12/31/2022,11,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,0,40457,80000,0,0,1,6350,120457,120457,0,Republican Controlled,120457
"DENOTTER, MATTHEW",12/31/2022,11,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,24.01,306875.01,70524.71,4050,0,1,216752.65,381425.71,381449.72,0,Republican Controlled,381449.72
"NEHME, HASSAN H",7/15/2022,12,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,5836.11,0,25000,0,0,1,25000,19163.89,25000,0,Republican Controlled,25000
"HOOPER, JAMES D",12/31/2022,12,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,2647.47,4329.36,532.86,0,0,1,532.86,2214.75,4862.22,0,Republican Controlled,4862.22
"ELLIOTT, STEVEN",12/31/2022,12,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,4281.65,235943.2,14900,3500,0,1,10000,261564.67,265846.32,0,Republican Controlled,254343.2
"BIVINGS, MARTELL DE'ANGELO",12/31/2022,13,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,-4844.55,87059.93,5000,0,0,1,0,104634.48,99789.93,0,Republican Controlled,92059.93
"NORTON, THOMAS JOHN",12/31/2022,2,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,535.99,191374.12,104684.93,0,0,1,144445.06,298046.85,298068.21,0,Republican Controlled,296059.05
"JOHNSON, AUDRA",1/31/2022,3,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,2850.22,40975.39,300,0,0,1,0,21612.59,41275.39,0,Republican Controlled,41275.39
"LEMONS-JOHNSON, AUDRA MRS.",1/31/2022,3,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,2850.22,40975.39,300,0,0,1,0,21612.59,41275.39,0,Republican Controlled,41275.39
"MANOLACHE, GABRIELLA",6/30/2022,3,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,4188.13,690,10292.55,0,0,1,13491.86,11025.62,10982.55,0,Republican Controlled,10982.55
"GIBBS, JOHN",12/31/2022,3,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,1287.74,1052288.7,53000,222636.33,0,1,18000,1684742.38,1686030.12,0,Republican Controlled,1327925.03
"CARRA, STEPHEN",12/31/2022,4,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,145176.66,389425,17611,10000,0,1,0,277859.34,423036,0,Republican Controlled,417036
"SCOTT, EZRA MR.",3/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,2288.46,7767,5104.21,0,0,1,4110,10582.75,12871.21,0,Republican Controlled,12871.21
"O'DONNELL, SHERRY ANNE DR",12/31/2022,5,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,18556.79,181844.23,81505,500,0,1,81505,245292.44,263849.23,0,Republican Controlled,263849.23
"HAGG, JACOB",9/30/2022,7,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,0,2562.75,161914.2,0,0,1,0,168499.03,168499.03,0,Republican Controlled,164476.95
"BARRETT, THOMAS MORE",12/31/2022,7,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,5289.11,1825672.7,0,459291.9,0,1,0,2829219.04,2834508.15,0,Republican Controlled,2284964.6
"DETMER, MIKE",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,16661.72,13173.9,0,0,0,1,400,2973.95,13173.9,0,Republican Controlled,13173.9
"SEELY, MATTHEW",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,2261.14,76682.34,517000,100,0,1,178913.64,592268.2,594529.34,0,Republican Controlled,593782.34
"JUNGE, PAUL",12/31/2022,8,FALSE,FALSE,FALSE,No,Challenger,Republican Party,Republican Party,,Michigan,FALSE,TRUE,,,92281.22,656472.16,2127955,135365.84,0,1,1376050,3026898.7,3108702.53,0,Republican Controlled,2919793
